raw_word,is_promoted,type_unsmile
10새,False,A
10색,False,A
10섹,False,A
10쉑,False,A
10알,False,A
10창,False,A
10챵,False,A
10팍,False,A
10팔,False,A
10펄,False,A
10할,False,A
18넘,False,A
18년,False,A
18놈,False,A
18뇬,False,A
18늠,False,A
18새,False,A
18새끼,False,A
18색,False,A
18색끼,False,A
18세끼,False,A
18쉐키,False,A
1o새,False,A
1o새끼,False,A
1o세끼,False,A
4까시,False,A
c발,False,A
c부랄,False,A
c팔,False,A
g랄,False,A
ho로쉐끼,False,A
ji랄,False,A
si팔,False,A
개가튼,False,A
개갈보,False,A
개같은,False,A
개넘,False,A
개논,False,A
개뇬,False,A
개뇽,False,A
개눔,False,A
개늠,False,A
개늠아,False,A
개뵹신,False,A
개불랄,False,A
개불알,False,A
개붕알,False,A
개새,False,A
개색,False,A
개생퀴,False,A
개샠,False,A
개샤끼,False,A
개세,False,A
개세이,False,A
개섹,False,A
개쇄,False,A
개쇅,False,A
개쉐,False,A
개쉑,False,A
개쉬바,False,A
개쉬발,False,A
개쉬벌,False,A
개시끼,False,A
개시바,False,A
개시발,False,A
개쌍넘,False,A
개쌍년,False,A
개쌍놈,False,A
개쌍뇬,False,A
개쌔,False,A
개쌕기,False,A
개썌끼,False,A
개쎄끼야,False,A
개쒜리,False,A
개쓉,False,A
개쓰래기,False,A
개씁,False,A
개씨바,False,A
개씨블,False,A
개씨뻘,False,A
개씹,False,A
개씹세,False,A
개자석,False,A
개자쉭,False,A
개자슥,False,A
개자씩,False,A
개자쥐,False,A
개젓,False,A
개젗,False,A
개졋,False,A
개졎,False,A
개조옷,False,A
개족,False,A
개좇,False,A
개호러,False,A
걸래가튼뇬,False,A
걸래같은년,False,A
걸래년,False,A
게가튼,False,A
게같은,False,A
게넘,False,A
게년,False,A
게놈,False,A
게뇬,False,A
게눔,False,A
게늠,False,A
게늠아,False,A
게보쥐,False,A
게보지,False,A
게부럴,False,A
게새기,False,A
게새끼,False,A
게색,False,A
게세,False,A
게섹,False,A
게쉐리,False,A
게쉐이,False,A
게쉑,False,A
게쉬키,False,A
게시끼,False,A
게쎄기,False,A
게쎄끼,False,A
게자쉭,False,A
게자슥,False,A
게자식,False,A
게자쥐,False,A
게자지,False,A
게젓,False,A
게좆,False,A
게지뢀,False,A
계색갸,False,A
계세키,False,A
궤색,False,A
궤섹,False,A
궤시끼,False,A
궤자지,False,A
깨쌔끼,False,A
뉘미쉬벌,False,A
늬음마,False,A
니뮈쒸발,False,A
니미밑구녕,False,A
니미쉬벌,False,A
니미쒸발,False,A
니미쒸블,False,A
니미좃,False,A
니보지,False,A
니보지구멍,False,A
니뽕좃이다,False,A
니어미배째,False,A
니자지,False,A
니조지다,False,A
니좃대로,False,A
니죠때,False,A
닝기미씹,False,A
닝기미좃,False,A
대갈빡,False,A
대갈통,False,A
대저라,False,A
데갈,False,A
데구빡,False,A
말버지,False,A
말좆,False,A
뮈칀세끼,False,A
뮈칀세리,False,A
뮈칀세이,False,A
뮈칀섹끼,False,A
뮈친세리,False,A
뮈친세이,False,A
뮈친섹끼,False,A
뮈친쉑이,False,A
미친,False,A
미친새끼,False,A
미췬,False,A
미췬세끼,False,A
미칀,False,A
미친개새끼,False,A
미친개색기,False,A
미친개쉑,False,A
미친쌍년,False,A
미친싸앙년,False,A
미친싸앙놈,False,A
미친쌍농,False,A
미친쌍뇽,False,A
미친썅년,False,A
미친썅놈,False,A
미친씹쌔,False,A
미친씹쌔끼,False,A
미친씹쎄끼,False,A
미친좃대가리,False,A
미튄,False,A
미티넘,False,A
미틴,False,A
밑구녕,False,A
밑구멍,False,A
뱅신시키,False,A
버쥐,False,A
버즤,False,A
버지물,False,A
벼엉시나,False,A
벼엉시이,False,A
벼잉신,False,A
병쉬,False,A
병신새,False,A
병신새끼,False,A
병신색기,False,A
병신쉐리,False,A
병신쉐이,False,A
병어신,False,A
병엉신,False,A
보즤,False,A
보지,False,A
보지구녕,False,A
보지뇬,False,A
보짓년,False,A
보짓물,False,A
보짖물,False,A
보털,False,A
봉신,False,A
뵝신,False,A
부뢀,False,A
붕뛴,False,A
붕싄,False,A
뷩쉬,False,A
뷩싄,False,A
븅신새끼,False,A
븅신색끼,False,A
븅신색히,False,A
븅신섹히,False,A
빙신쉐리,False,A
빙신쉐이,False,A
빽자지,False,A
뻨유,False,A
뻨큐,False,A
뽈로노,False,A
뿌랄,False,A
뿔알,False,A
사앙년,False,A
삭바가지,False,A
삭박아지,False,A
상놈쉑,False,A
상뇬,False,A
상늠쉑,False,A
샙때끼,False,A
샤앙녀,False,A
샤앙년,False,A
샤앙놈,False,A
샹논,False,A
샹놈,False,A
쉬부랄,False,A
시벌존나,False,A
시벌좃나,False,A
시부랄넘,False,A
시부랄녀언,False,A
시부랄년,False,A
시부랄놈,False,A
시부랄뇬,False,A
시부래미,False,A
시불랑,False,A
시불헐,False,A
시앙년,False,A
시양년,False,A
십8,False,A
십데꺄,False,A
십아,False,A
십우랄년아,False,A
십자석,False,A
십장이,False,A
십쟁이,False,A
싰발,False,A
싰벌,False,A
싶발,False,A
싶벌,False,A
싶빡,False,A
싶빨,False,A
싶뻘,False,A
싸앙년,False,A
싸앙뉸,False,A
싹년,False,A
쌍뇽,False,A
쌍뉸,False,A
쌍부랄,False,A
쌍연?,False,A
쌰앙녀,False,A
쌰앙년,False,A
쌰앙뇬,False,A
쌰앙뉸,False,A
썅넌,False,A
썅년,False,A
썅뇬?,False,A
썅악년,False,A
썅악여,False,A
썅악연,False,A
썅앙년,False,A
썅연,False,A
쓉창,False,A
쓰부랄,False,A
씁창,False,A
씝창,False,A
씨8,False,A
씨발새끼,False,A
씨발개새끼,False,A
씨발잡놈,False,A
씨발개잡놈,False,A
씨배랄,False,A
씨베랄,False,A
씨베렐,False,A
씨봉알,False,A
씨부랠,False,A
씨부럴잡놈,False,A
씨부럴개잡놈,False,A
씨부얼,False,A
씨불알,False,A
씨불얼,False,A
씨불할,False,A
씨불헐,False,A
씨앙년,False,A
씨양년,False,A
씨창,False,A
씹8,False,A
씹구멍,False,A
씹까,False,A
씹년양아치,False,A
씹젖,False,A
씹좆,False,A
씹좇,False,A
자지,False,A
저까튼,False,A
저꽈튼,False,A
저꽛튼,False,A
적가튼,False,A
적꽈튼,False,A
젓가튼,False,A
젓갓,False,A
젓같내,False,A
젓같네,False,A
젓같다,False,A
젓같은,False,A
젓같은?,False,A
젖가튼,False,A
젖같네,False,A
젖같은,False,A
젗같,False,A
져꽈튼,False,A
졋같다,False,A
졎같다,False,A
조가틍,False,A
조까치,False,A
조까튼,False,A
조깓,False,A
조깟,False,A
조깠,False,A
조깥,False,A
조끗,False,A
조끗네,False,A
조또,False,A
조빠,False,A
조옷가튼,False,A
조옷같,False,A
족가튼,False,A
족간네,False,A
족같,False,A
족같은,False,A
족까치,False,A
좃갔다,False,A
좃같,False,A
좃같내,False,A
좃같다,False,A
좃같아,False,A
좃같어,False,A
좃봉지,False,A
좆가튼,False,A
좆같,False,A
좆같네,False,A
좆같아,False,A
좇가튼,False,A
좇같,False,A
좇같네,False,A
좇같은,False,A
죠까틍,False,A
죠콰떼,False,A
죠콰퉤,False,A
죧같,False,A
죧만한,False,A
죶가튼,False,A
죶같은,False,A
쪼가튼,False,A
쫃갇네,False,A
쫃같네,False,A
쫓같,False,A
캐병신,False,A
캐븅신,False,A
호구새끼,False,A
호러새끼,False,A
흐접쌔끼,False,A
아동포르노,False,A
미성년자포르노,False,A
아동매춘물,False,A
망가,False,A
여고생교복야동,False,A
여고생야동,False,A
18샹놈,False,A
18샹늠,False,A
개잡놈,False,A
미친쓰레기,False,A
보슬아치,False,A
개쓰레기잡놈,False,A
씨발색기,False,A
씨발놈,False,A
씨발놈의새끼,False,A
샹늠,False,A
샹놈의새끼,False,A
미친씨발,False,A
미친씨발놈,False,A
간철수,False,A
개쌍도,False,A
경상디언,False,A
개쌍디언,False,A
김치년,False,A
멍청도,False,A
박원숭,False,A
씹선비,False,A
설라디언,False,A
스시녀,False,A
좌이트,False,A
좌빨,False,A
전라디언,False,A
탈라도,False,A
빨갱이,False,A
좌좀,False,A
낙태충,False,A
일베충,False,A
피망,False,A
세이클럽,False,A
개발자,False,A
게시판관리자,False,A
피엠,False,A
피코네코,False,A
베이스볼쇼다운,False,A
피망포커,False,A
피망맞고,False,A
싸워싸워아레나,False,A
싸워싸워,False,A
소리바다,False,A
이엑스피100,False,A
알빠노,False,A
개선주,False,A
느개비,False,A
한남충,False,A
메갈년,False,A
재기해,False,A
쎾쓰,False,A
빡머갈,False,A
빡대가리,False,A
졸라,False,A
자위,False,A
딸딸이,False,A
야동,False,A
근친,False,A
쇼타,False,A
한남,False,A
소추,False,A
소추소심,False,A
틀딱,False,A
틀니,False,A
틀니압수,False,A
틀니딱딱,False,A
급식충,False,A
초딩,False,A
자딩,False,A
씹창놈,False,A
씹창년,False,A
보지물,False,A
자지물,False,A
질내사정,False,A
질외사정,False,A
질싸,False,A
입싸,False,A
얼싸,False,A
후싸,False,A
항문,False,A
똥꼬,False,A
똥꼬충,False,A
항문섹스,False,A
펨돔,False,A
스팽,False,A
소아성애,False,A
물뽕,False,A
졸피뎀,False,A
프로포폴,False,A
토토,False,A
꽁머니,False,A
꽁포,False,A
^^l발,False,A
108새끼,False,A
10넘,False,A
10놈,False,A
10발넘,False,A
10발년,False,A
10발놈,False,A
10밸넘,False,A
10밸놈,False,A
10밸늠,False,A
10버지,False,A
10새기,False,A
10새끼,False,A
10새리,False,A
10새야,False,A
10새퀴,False,A
10쎄끼,False,A
10쎝치,False,A
10앨넘,False,A
10앨놈,False,A
10앨늠,False,A
10이다,False,A
10탱,False,A
10팔년,False,A
10팔놈,False,A
10팔뇬,False,A
10팔색,False,A
10팔섹,False,A
10팔쉑,False,A
10팔연,False,A
10할년,False,A
10할연,False,A
18눔,False,A
18섹,False,A
18쉐,False,A
18쉑,False,A
18시끼,False,A
18시키,False,A
18쎄리,False,A
18쒜끼,False,A
18쒜리,False,A
18쒝끼,False,A
18씨끼,False,A
18운영자,False,A
2C팔,False,A
2씨8,False,A
4까C,False,A
ac발,False,A
ac팔,False,A
C8넘,False,A
C8년,False,A
C8놈,False,A
C8뇬,False,A
c발넘,False,A
c발년,False,A
c발놈,False,A
c발뇬,False,A
c발섹,False,A
c발쉑,False,A
c벌넘,False,A
C벌년,False,A
c불넘,False,A
c불놈,False,A
c불늠,False,A
c블넘,False,A
c블놈,False,A
c블늠,False,A
c빨넘,False,A
dog새,False,A
D랄,False,A
g럴,False,A
g롤,False,A
g뢀,False,A
g룰,False,A
PHONE색,False,A
s하고e싶다x,False,A
XX할,False,A
x섹x스x해x,False,A
x지,False,A
가튼넘,False,A
가튼년,False,A
가튼놈,False,A
가튼뇬,False,A
갇은넘,False,A
갇은년,False,A
갇은놈,False,A
갇은뇬,False,A
같은넘,False,A
같은년,False,A
같은놈,False,A
같은뇬,False,A
같은새끼,False,A
같은쌔,False,A
개가든,False,A
개가뜬,False,A
개가턴,False,A
개가툰,False,A
개갇은,False,A
개같,False,A
개같은넘,False,A
개같은뇬,False,A
개너마,False,A
개너므,False,A
개넌,False,A
개녀나,False,A
개노마,False,A
개노무새끼,False,A
개뇨나,False,A
개뇸,False,A
개느마,False,A
개때꺄,False,A
개때끼,False,A
개떼끼,False,A
개랙기,False,A
개련,False,A
개발뇬,False,A
개보즤,False,A
개부달,False,A
개부러럴,False,A
개부럴,False,A
개부뢀,False,A
개부알,False,A
개삭구,False,A
개색끼,False,A
개샊,False,A
개샛끼,False,A
개샛키,False,A
개샛킹,False,A
개샛히,False,A
개샜끼,False,A
개생키,False,A
개샤킥,False,A
개샥,False,A
개샹늠,False,A
개세끼,False,A
개세리,False,A
개세키,False,A
개섹히,False,A
개섺,False,A
개셃,False,A
개셋키,False,A
개셐,False,A
개셰리,False,A
개솩,False,A
개쇄기,False,A
개쇄끼,False,A
개쇅끼,False,A
개쇅키,False,A
개쇗,False,A
개쇠리,False,A
개쇸,False,A
개쉐끼,False,A
개쉐리,False,A
개쉐키,False,A
개쉑갸,False,A
개쉑기,False,A
개쉑꺄,False,A
개쉑끼,False,A
개쉑캬,False,A
개쉑키,False,A
개쉑히,False,A
개쉢,False,A
개쉨,False,A
개쉬,False,A
개쉬끼,False,A
개쉬리,False,A
개쉽,False,A
개스끼,False,A
개스키,False,A
개습세,False,A
개습쌔,False,A
개싀기,False,A
개싀끼,False,A
개싀밸,False,A
개싀킈,False,A
개싀키,False,A
개싏,False,A
개싑창,False,A
개싘,False,A
개시퀴,False,A
개식기,False,A
개식끼,False,A
개식히,False,A
개십팔,False,A
개싯기,False,A
개싯끼,False,A
개싯키,False,A
개싴,False,A
개쌍눔,False,A
개쌍늠,False,A
개쌍연,False,A
개쌍영,False,A
개쌔꺄,False,A
개쌔끼,False,A
개쌕,False,A
개쌕끼,False,A
개쌰깨,False,A
개썅,False,A
개썅년,False,A
개썅놈,False,A
개썅늠,False,A
개썅연,False,A
개쎄,False,A
개쎅,False,A
개쎼키,False,A
개쐐리,False,A
개쒜,False,A
개쒜끼,False,A
개쒝,False,A
개쒝기,False,A
개쒝꺄,False,A
개쒝끼,False,A
개쒝캬,False,A
개쒝키,False,A
개쒯,False,A
개쒸,False,A
개쒸빨놈,False,A
개쒹기,False,A
개씁쌔,False,A
개씁쎄,False,A
개씌끼,False,A
개씨끼,False,A
개씨발넘,False,A
개씨발놈,False,A
개씨발뇸,False,A
개씨부럴,False,A
개씨팔,False,A
개씨팕,False,A
개씸,False,A
개씹창,False,A
개씹팔,False,A
개욘,False,A
개잡것,False,A
개잡뇬,False,A
개젖,False,A
개조또,False,A
개지럴,False,A
개창년,False,A
개허러,False,A
개허벌년,False,A
개호로,False,A
개후랄,False,A
개후레,False,A
개후로,False,A
개후장,False,A
개ㅐ색,False,A
걔섀끼,False,A
걔잡넘,False,A
걔잡뇬,False,A
거지새끼,False,A
거지쉐뀌,False,A
거지쉑이,False,A
거지쎄끼,False,A
거지쒜리,False,A
게너마,False,A
게노마,False,A
게뇨나,False,A
게뇸,False,A
게뇽,False,A
게띠발넘,False,A
게부랄,False,A
게부알,False,A
게새리,False,A
게새키,False,A
게색기,False,A
게색끼,False,A
게샛키,False,A
게세꺄,False,A
게잡넘,False,A
게잡년,False,A
게잡뇬,False,A
계같은뇬,False,A
계뇬,False,A
고자새끼,False,A
구멍질,False,A
궤놈,False,A
궤부럴,False,A
궤시키,False,A
궤쎅,False,A
그지새끼,False,A
그지새키,False,A
그지색,False,A
기집년,False,A
까진년,False,A
깔보넘,False,A
깔보년,False,A
깔보놈,False,A
깔보뇬,False,A
깨쉑,False,A
깨쌔꺄,False,A
깨쌔리,False,A
꺼추,False,A
꼬추,False,A
꼬치,False,A
ㄴ1ㅁ1,False,A
ㄴ1ㅇH미,False,A
ㄴ1에미,False,A
ㄴㅣㄱㅣ,False,A
ㄴㅣㅇㅐㅁㅣ,False,A
ㄴㅣㅇㅣㅁㅣ,False,A
나너먹을게,False,A
나쁜쉑,False,A
난잡년,False,A
내미럴,False,A
너에미,False,A
넴병,False,A
누워라이년아,False,A
누웠냐씨방새,False,A
눈깔,False,A
눈깔어좃만아,False,A
눼기미,False,A
뉘미롤,False,A
뉘에미,False,A
뉘잉기미,False,A
느검마,False,A
느금마,False,A
니OH미,False,A
니기리,False,A
니기미씹,False,A
니뮈랄,False,A
니뮈럴,False,A
니믜,False,A
니믜창,False,A
니미,False,A
니미랄,False,A
니미럴,False,A
니미씨펄넘,False,A
니뽕좃,False,A
니앰,False,A
니엠,False,A
니임이,False,A
닌기미,False,A
닐기랄년,False,A
님이랄,False,A
다리벌려,False,A
다리벌리,False,A
대영웅좃대갈,False,A
대준다,False,A
더러운년,False,A
더러운놈,False,A
됻밥,False,A
둇,False,A
뒤럴,False,A
뒤로너어줘,False,A
뒤질래,False,A
뒷치기,False,A
듸뢀,False,A
듸발,False,A
디뢀,False,A
디발,False,A
디발눔,False,A
디방쉐,False,A
디봘,False,A
딸다리,False,A
딸달이,False,A
딸쳐,False,A
딸치,False,A
때끼,False,A
떡쳐라,False,A
떼끼,False,A
똘추,False,A
똘추년,False,A
똘추놈,False,A
똥구뇽,False,A
똥구멍,False,A
똥년,False,A
똥새끼,False,A
뛰발,False,A
뛰봘,False,A
뜁새,False,A
뜨발,False,A
뜨벌,False,A
띄랄,False,A
띄발,False,A
띄밸,False,A
띄뱅,False,A
띄불,False,A
띕때,False,A
띕새,False,A
띕알,False,A
띠껍,False,A
띠뎅,False,A
띠랄,False,A
띠바,False,A
띠바랄,False,A
띠박,False,A
띠발,False,A
띠발넘,False,A
띠발년,False,A
띠발놈,False,A
띠발뇬,False,A
띠발자식,False,A
띠방,False,A
띠방새,False,A
띠방세,False,A
띠방쉐,False,A
띠밸,False,A
띠버럴,False,A
띠벌,False,A
띠벙,False,A
띠벙세,False,A
띠벨,False,A
띠병,False,A
띠볼,False,A
띠봉,False,A
띠봉세,False,A
띠봉알,False,A
띠부랄놈,False,A
띠부럴,False,A
띠불넘,False,A
띠불년,False,A
띠불놈,False,A
띠붕,False,A
띠붕세,False,A
띠뷀,False,A
띠브랄,False,A
띠브럴,False,A
띠블,False,A
띠블넘,False,A
띠이바,False,A
띠이발,False,A
띠이방,False,A
띠이밸,False,A
띠이벌,False,A
띠이볼,False,A
띠이불,False,A
띠이붕,False,A
띠이팔,False,A
띠이펄,False,A
띠이풀,False,A
띠키,False,A
띠파,False,A
띠팔,False,A
띠퍼,False,A
띠펄,False,A
띠풀,False,A
띱,False,A
띱데,False,A
띱때,False,A
띱때끼,False,A
띱새,False,A
띱세,False,A
띱쉐,False,A
띱쎄,False,A
띱쒜,False,A
띱할,False,A
띱헐,False,A
리미랄,False,A
리미럴,False,A
리미썅,False,A
리얼섹,False,A
립서비스,False,A
링기미,False,A
ㅁ1친놈,False,A
막대핥아줘,False,A
만져볼래,False,A
만져주께,False,A
만져줘,False,A
만지고파,False,A
만지면커진다,False,A
망할새퀴,False,A
매친년,False,A
매친놈,False,A
먹고보니내딸,False,A
먹고보니똥개,False,A
먹고보니재수,False,A
먹고보니처제,False,A
먹은넘,False,A
먹은년,False,A
먹은놈,False,A
먹은뇬,False,A
메췬년,False,A
메췬놈,False,A
메친넘,False,A
메친년,False,A
메친놈,False,A
메친뇬,False,A
목따,False,A
몸뚱이줄께,False,A
몸안에사정,False,A
물확뺄,False,A
뭬친년,False,A
뭬친놈,False,A
뮈칀,False,A
뮈친,False,A
뮈친년,False,A
뮈친놈,False,A
믜칭넘,False,A
미랄,False,A
미럴,False,A
미륀넘,False,A
미륀년,False,A
미린넘,False,A
미린년,False,A
미진넘,False,A
미진뇬,False,A
미찬놈,False,A
미찬뇬,False,A
미췐년,False,A
미췬넘,False,A
미췬년,False,A
미췬놈,False,A
미췬뇬,False,A
미췬세리,False,A
미췬세이,False,A
미칀년,False,A
미칀놈,False,A
미치넘,False,A
미치뇬,False,A
미친구멍,False,A
미친넌,False,A
미친넘,False,A
미친뇽,False,A
미친눔,False,A
미친색이,False,A
미친섀리,False,A
미친쌍,False,A
미친쌍녕,False,A
미친쌍놈,False,A
미친쌔,False,A
미친씹후까시,False,A
미튄넘,False,A
미튄년,False,A
미틘년,False,A
미틴넘,False,A
미틴년,False,A
미틴놈,False,A
미틴뇬,False,A
밑꾸녕,False,A
밑꾸뇽,False,A
밑힌년,False,A
㉥㉥ㅏ,False,A
ㅂㅈ,False,A
ㅂㅂㅏ구ㄹㅣ,False,A
ㅂㅂㅏ구리,False,A
ㅂㅅ,False,A
ㅂ지,False,A
ㅂㅓ즤,False,A
바주카자지,False,A
박고빼고,False,A
박고싶,False,A
박을년,False,A
밖에다쌀께,False,A
발넘,False,A
발년,False,A
발정,False,A
배째,False,A
배째라게세끼,False,A
밸년,False,A
밸놈,False,A
버따리자지,False,A
버얼려서너어,False,A
버지벌렁벌렁,False,A
벌창같은년,False,A
벗겨보니그날,False,A
벗겨보니남자,False,A
벗겨보니내딸,False,A
벗겨보니숙모,False,A
벗겨보니처재,False,A
벗겨보니처제,False,A
벗겨보니형수,False,A
벨년,False,A
벨놈,False,A
병ㅅ새,False,A
병시나,False,A
병신년,False,A
병신놈,False,A
병신쪼다,False,A
보g,False,A
보x,False,A
보z,False,A
보ㅈㅣ,False,A
보주ㅣ,False,A
보지구멍,False,A
보지녀,False,A
보지년,False,A
보지벌,False,A
보지빨,False,A
보지털,False,A
보짓,False,A
보짖,False,A
보찌,False,A
보탱,False,A
보텡,False,A
봊이,False,A
봊지,False,A
뵤오지,False,A
뵤즤,False,A
뵤지,False,A
불넘,False,A
붜지,False,A
븽시,False,A
ㅃR,False,A
ㅃr굴,False,A
ㅃㅏㄱㅜ,False,A
ㅃㅏ구ㄹㅣ,False,A
ㅃㅏ구리,False,A
ㅃㅏㄹㅏ,False,A
빠가씹새,False,A
빠구ㄹㅣ,False,A
빠굴,False,A
빠그리,False,A
빠라,False,A
빨0r,False,A
빨게하,False,A
빨게해,False,A
빨고시포,False,A
빨고싶다,False,A
빨기,False,A
빨라줘,False,A
빨아라,False,A
빨아먹,False,A
빨아봐,False,A
빨아죠,False,A
빨아주,False,A
빨아줄,False,A
빨아줘,False,A
빨어봐,False,A
빨어핥어박어,False,A
빨자,False,A
빽좌지,False,A
뻐지,False,A
뻨뀨,False,A
뽀쮜,False,A
ㅄ,False,A
ㅅ1발,False,A
ㅅHㄲI,False,A
ㅅH끼,False,A
ㅅㄲ,False,A
ㅅㅂ,False,A
ㅅㅂㄹㅁ,False,A
ㅅ빩,False,A
ㅅ시발,False,A
ㅅㅏㄲㅏ,False,A
ㅅㅏ까,False,A
ㅅㅏ까시,False,A
ㅅㅐㄲㅑ,False,A
ㅅㅐㄲㅣ,False,A
ㅅㅐ꺄,False,A
ㅅㅐ뀌,False,A
ㅅㅐ끼,False,A
ㅅㅐㄹㅣ,False,A
ㅅㅔㄱ,False,A
ㅅㅔㄲㅣ,False,A
ㅅㅔ끼,False,A
ㅅㅔㄹㅣ,False,A
ㅅㅔㅅ,False,A
ㅅㅣㄲㅣ,False,A
ㅅㅣ달년,False,A
ㅅㅣㅂㅏ,False,A
ㅅㅣㅂㅗㅏㄹ,False,A
ㅅㅣ박,False,A
ㅅㅣ발,False,A
ㅅㅣ벨,False,A
ㅅㅣ빨,False,A
ㅅㅣ입팔,False,A
ㅅㅣㅋㅣ,False,A
ㅅㅣㅍㅏ,False,A
ㅅㅣㅍㅓ,False,A
ㅅㅣ팍,False,A
ㅅㅣ팔,False,A
사ㄱㄱㅏ,False,A
사가리,False,A
사갈탱이,False,A
사ㄲㅏ,False,A
사까,False,A
사앙뉸,False,A
삽입,False,A
삽탱,False,A
상넘,False,A
상노무,False,A
새X,False,A
새갸,False,A
새귀,False,A
새ㄲㅑ,False,A
새까,False,A
새뀌,False,A
새끠,False,A
새뤼,False,A
새리,False,A
새에퀴,False,A
새캬,False,A
새퀴,False,A
새ㅐ꺄,False,A
색갸,False,A
색ㄲㅣ,False,A
색꺄,False,A
색들,False,A
색ㅋㅑ,False,A
색캬,False,A
색키,False,A
색할,False,A
색햐,False,A
색휘,False,A
색히,False,A
샊꺄,False,A
샊끼,False,A
샙새,False,A
샙세,False,A
생퀴,False,A
생키,False,A
샠,False,A
샤발,False,A
샵년,False,A
샹넘,False,A
샹악년,False,A
샹악연,False,A
섀기,False,A
섀꺄,False,A
섀끼,False,A
섀캬,False,A
